pattern,n_features,features,source,n,n_jak2,n_not_jak2,n_jak1,n_nonselective,ppv_jak2,recall_jak2,baseline_jak2_fraction,jak2_enrichment,odds_ratio,fisher_p,beam_score,passes_reporting_filter,fdr_q,passes_fdr,random_holdout_pattern,random_holdout_n_features,random_holdout_subset,random_holdout_discovery_seed,random_holdout_n,random_holdout_n_jak2,random_holdout_n_not_jak2,random_holdout_n_jak1,random_holdout_n_nonselective,random_holdout_ppv_jak2,random_holdout_recall_jak2,random_holdout_baseline_jak2_fraction,random_holdout_jak2_enrichment,random_holdout_odds_ratio,random_holdout_fisher_p,random_holdout_discovery_n,random_holdout_discovery_jak2_enrichment,random_holdout_discovery_fisher_p,random_holdout_discovery_fdr_q,independent_validation_pattern,independent_validation_n_features,independent_validation_n,independent_validation_n_jak2,independent_validation_n_jak1,independent_validation_n_nonselective,independent_validation_n_not_jak2,independent_validation_ppv_jak2,independent_validation_recall_jak2,independent_validation_baseline_jak2_fraction,independent_validation_jak2_enrichment,independent_validation_odds_ratio,independent_validation_fisher_p,independent_validation_mean_delta_pKi_pattern,independent_validation_mean_delta_pKi_nonpattern,independent_validation_mean_delta_pKi_shift,independent_validation_median_delta_pKi_shift,independent_validation_mannwhitney_u,independent_validation_mannwhitney_p,scaffold_holdout_n,scaffold_holdout_n_jak2,scaffold_holdout_n_not_jak2,scaffold_holdout_n_jak1,scaffold_holdout_n_nonselective,scaffold_holdout_ppv_jak2,scaffold_holdout_recall_jak2,scaffold_holdout_baseline_jak2_fraction,scaffold_holdout_jak2_enrichment,scaffold_holdout_odds_ratio,scaffold_holdout_fisher_p,specificity_jak2_enrichment,jak1_enrichment,nonselective_enrichment,specificity_score,passes_specificity_threshold,stable_under_ablation,jak1_feature_overlap,generic_binder_red_flag
J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,4,J1:ALA906|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855:hydrophobic,beam_4,243,38,205,66,139,0.1563786008230452,0.2087912087912088,0.0449938195302843,3.475557364446254,4.708807588075881,2.8239914727089634e-12,24.153296765996664,True,3.5720425472361766e-10,True,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,4,holdout,42,109,16,93,35,58,0.146788990825688,0.2051282051282051,0.0449826989619377,3.2632321806633735,4.337148803329865,1.3008202785161237e-05,243,3.475557364446254,2.8239914727089634e-12,3.5720425472361766e-10,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,4,541,75,31,435,466,0.1386321626617375,0.2622377622377622,0.1025089605734767,1.3523906777141528,1.554522710168216,0.0026714512764554,0.0917444366658007,-0.0230006924851672,0.114745129150968,0.0,733472.0,4.412029948920364e-14,14,2,12,12,0,0.1428571428571428,0.3333333333333333,0.0057142857142857,25.0,43.0,0.0024037600113818,3.4098120629370627,0.591784074686912,1.1903827332954129,2.8644670050761416,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855:hydrophobic,beam_5,222,38,184,51,133,0.1711711711711711,0.2087912087912088,0.0449938195302843,3.804326304326304,5.276343599033816,1.4625981643590733e-13,24.78161889064365,True,3.0708142525427364e-11,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,93,16,77,27,50,0.1720430107526881,0.2051282051282051,0.0449826989619377,3.82464846980976,5.291998324256388,1.4719296636300495e-06,222,3.804326304326304,1.4625981643590733e-13,3.0708142525427364e-11,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,521,72,30,419,449,0.1381957773512476,0.2517482517482518,0.1025089605734767,1.3481336322027302,1.5398705326478364,0.0038681899889239,0.0952430008058149,-0.0227926049285026,0.1180356057343175,0.0,716114.0,1.9634375637765736e-14,9,2,7,7,0,0.2222222222222222,0.3333333333333333,0.0057142857142857,38.888888888888886,74.07142857142857,0.0009631731456891,3.8103296703296703,0.5107032391828966,1.2356730988309936,3.083606557377049,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855:hydrophobic,beam_5,222,38,184,51,133,0.1711711711711711,0.2087912087912088,0.0449938195302843,3.804326304326304,5.276343599033816,1.4625981643590733e-13,24.78161889064365,True,3.0708142525427364e-11,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,93,16,77,27,50,0.1720430107526881,0.2051282051282051,0.0449826989619377,3.82464846980976,5.291998324256388,1.4719296636300495e-06,222,3.804326304326304,1.4625981643590733e-13,3.0708142525427364e-11,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,521,72,30,419,449,0.1381957773512476,0.2517482517482518,0.1025089605734767,1.3481336322027302,1.5398705326478364,0.0038681899889239,0.0952430008058149,-0.0227926049285026,0.1180356057343175,0.0,716114.0,1.9634375637765736e-14,9,2,7,7,0,0.2222222222222222,0.3333333333333333,0.0057142857142857,38.888888888888886,74.07142857142857,0.0009631731456891,3.8103296703296703,0.5107032391828966,1.2356730988309936,3.083606557377049,True,True,,False
J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906|J1:LEU1010:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855:hydrophobic,beam_5,224,36,188,56,132,0.1607142857142857,0.1978021978021978,0.0449938195302843,3.5719191522762954,4.820023316817254,5.126312500656554e-12,23.53919714374636,True,5.879972482731863e-10,True,J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,97,16,81,30,51,0.1649484536082474,0.2051282051282051,0.0449826989619377,3.666931007137193,5.017921146953405,2.6575024185246366e-06,224,3.5719191522762954,5.126312500656554e-12,5.879972482731863e-10,J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,457,63,17,377,394,0.1378555798687089,0.2202797202797203,0.1025089605734767,1.3448149224954475,1.512940747991168,0.0087477763352482,0.1316238866755989,-0.0266810687414023,0.1583049554170012,0.0,655607.0,2.883102054220079e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.600623052959501,0.5525581416033496,1.2125764053949002,2.9693989071038245,True,True,,False
J1:ALA906 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906|J1:LEU1010|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855:hydrophobic,beam_5,224,36,188,56,132,0.1607142857142857,0.1978021978021978,0.0449938195302843,3.5719191522762954,4.820023316817254,5.126312500656554e-12,23.53919714374636,True,5.879972482731863e-10,True,J1:ALA906 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,97,16,81,30,51,0.1649484536082474,0.2051282051282051,0.0449826989619377,3.666931007137193,5.017921146953405,2.6575024185246366e-06,224,3.5719191522762954,5.126312500656554e-12,5.879972482731863e-10,J1:ALA906 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,457,63,17,377,394,0.1378555798687089,0.2202797202797203,0.1025089605734767,1.3448149224954475,1.512940747991168,0.0087477763352482,0.1316238866755989,-0.0266810687414023,0.1583049554170012,0.0,655607.0,2.883102054220079e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.600623052959501,0.5525581416033496,1.2125764053949002,2.9693989071038245,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU1010|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855:hydrophobic,beam_5,224,36,188,56,132,0.1607142857142857,0.1978021978021978,0.0449938195302843,3.5719191522762954,4.820023316817254,5.126312500656554e-12,23.53919714374636,True,5.879972482731863e-10,True,J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,97,16,81,30,51,0.1649484536082474,0.2051282051282051,0.0449826989619377,3.666931007137193,5.017921146953405,2.6575024185246366e-06,224,3.5719191522762954,5.126312500656554e-12,5.879972482731863e-10,J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,457,63,17,377,394,0.1378555798687089,0.2202797202797203,0.1025089605734767,1.3448149224954475,1.512940747991168,0.0087477763352482,0.1316238866755989,-0.0266810687414023,0.1583049554170012,0.0,655607.0,2.883102054220079e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.600623052959501,0.5525581416033496,1.2125764053949002,2.9693989071038245,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU1010:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855:hydrophobic,beam_5,224,36,188,56,132,0.1607142857142857,0.1978021978021978,0.0449938195302843,3.5719191522762954,4.820023316817254,5.126312500656554e-12,23.53919714374636,True,5.879972482731863e-10,True,J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,97,16,81,30,51,0.1649484536082474,0.2051282051282051,0.0449826989619377,3.666931007137193,5.017921146953405,2.6575024185246366e-06,224,3.5719191522762954,5.126312500656554e-12,5.879972482731863e-10,J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,457,63,17,377,394,0.1378555798687089,0.2202797202797203,0.1025089605734767,1.3448149224954475,1.512940747991168,0.0087477763352482,0.1316238866755989,-0.0266810687414023,0.1583049554170012,0.0,655607.0,2.883102054220079e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.600623052959501,0.5525581416033496,1.2125764053949002,2.9693989071038245,True,True,,False
J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,J1:ALA906|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855:hydrophobic,beam_5,226,38,188,55,133,0.168141592920354,0.2087912087912088,0.0449938195302843,3.7369930954001753,5.158466312056738,2.6470986607736274e-13,24.66421698171544,True,4.8212555442216445e-11,True,J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,holdout,42,95,15,80,29,51,0.1578947368421052,0.1923076923076923,0.0449826989619377,3.5101214574898782,4.690476190476191,1.0145937611084517e-05,226,3.7369930954001753,2.6470986607736274e-13,4.8212555442216445e-11,J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,523,72,31,420,451,0.1376673040152963,0.2517482517482518,0.1025089605734767,1.342978245463905,1.5315498269681085,0.0049799787788652,0.0914993733523789,-0.0220330787058831,0.1135324520582621,0.0,716654.5,3.7887388067581815e-14,10,2,8,8,0,0.2,0.3333333333333333,0.0057142857142857,35.0,64.75,0.0012008944116302,3.6698658039779537,0.5397079522637368,1.2192025059708285,3.0100543478260873,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855:hydrophobic,beam_5,226,38,188,55,133,0.168141592920354,0.2087912087912088,0.0449938195302843,3.7369930954001753,5.158466312056738,2.6470986607736274e-13,24.66421698171544,True,4.8212555442216445e-11,True,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,holdout,42,95,15,80,29,51,0.1578947368421052,0.1923076923076923,0.0449826989619377,3.5101214574898782,4.690476190476191,1.0145937611084517e-05,226,3.7369930954001753,2.6470986607736274e-13,4.8212555442216445e-11,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,523,72,31,420,451,0.1376673040152963,0.2517482517482518,0.1025089605734767,1.342978245463905,1.5315498269681085,0.0049799787788652,0.0914993733523789,-0.0220330787058831,0.1135324520582621,0.0,716654.5,3.7887388067581815e-14,10,2,8,8,0,0.2,0.3333333333333333,0.0057142857142857,35.0,64.75,0.0012008944116302,3.6698658039779537,0.5397079522637368,1.2192025059708285,3.0100543478260873,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,4,J1:ALA906:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855:hydrophobic,beam_4,243,38,205,66,139,0.1563786008230452,0.2087912087912088,0.0449938195302843,3.475557364446254,4.708807588075881,2.8239914727089634e-12,24.153296765996664,True,3.5720425472361766e-10,True,J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,4,holdout,42,110,17,93,35,58,0.1545454545454545,0.2179487179487179,0.0449826989619377,3.4356643356643355,4.683765203595981,3.1531050180114855e-06,243,3.475557364446254,2.8239914727089634e-12,3.5720425472361766e-10,J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,4,545,75,31,439,470,0.1376146788990825,0.2622377622377622,0.1025089605734767,1.3424648745749663,1.5382676212564284,0.0035099370316088,0.0910710830021985,-0.0230416736744504,0.1141127566766489,0.0,736650.0,5.763678307036749e-14,14,2,12,12,0,0.1428571428571428,0.3333333333333333,0.0057142857142857,25.0,43.0,0.0024037600113818,3.463118326432774,0.5901076325489887,1.18701054424925,2.91751269035533,True,True,,False
J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,4,J1:ALA906|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855:hydrophobic,beam_4,243,38,205,66,139,0.1563786008230452,0.2087912087912088,0.0449938195302843,3.475557364446254,4.708807588075881,2.8239914727089634e-12,24.153296765996664,True,3.5720425472361766e-10,True,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,4,holdout,42,110,17,93,35,58,0.1545454545454545,0.2179487179487179,0.0449826989619377,3.4356643356643355,4.683765203595981,3.1531050180114855e-06,243,3.475557364446254,2.8239914727089634e-12,3.5720425472361766e-10,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,4,545,75,31,439,470,0.1376146788990825,0.2622377622377622,0.1025089605734767,1.3424648745749663,1.5382676212564284,0.0035099370316088,0.0910710830021985,-0.0230416736744504,0.1141127566766489,0.0,736650.0,5.763678307036749e-14,14,2,12,12,0,0.1428571428571428,0.3333333333333333,0.0057142857142857,25.0,43.0,0.0024037600113818,3.463118326432774,0.5901076325489887,1.18701054424925,2.91751269035533,True,True,,False
J1:ALA906 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906|J1:LEU1010|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855,beam_5,225,36,189,57,132,0.16,0.1978021978021978,0.0449938195302843,3.5560439560439563,4.793215916503588,5.877696639346305e-12,23.508023511948032,True,6.528434661971111e-10,True,J1:ALA906 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,97,15,82,30,52,0.1546391752577319,0.1923076923076923,0.0449826989619377,3.437747819191118,4.570267131242741,1.3234542297349646e-05,225,3.5560439560439563,5.877696639346305e-12,6.528434661971111e-10,J1:ALA906 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,459,63,17,379,396,0.1372549019607843,0.2202797202797203,0.1025089605734767,1.3389551624845744,1.5038728088055442,0.0089844386767448,0.1309879543121986,-0.0266916723261441,0.1576796266383428,0.0,656915.0,4.308573227865719e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.5204132823698036,0.5572472634896991,1.215416162784584,2.8964673913043475,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906:hydrophobic|J1:LEU1010:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855,beam_5,225,36,189,57,132,0.16,0.1978021978021978,0.0449938195302843,3.5560439560439563,4.793215916503588,5.877696639346305e-12,23.508023511948032,True,6.528434661971111e-10,True,J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,97,15,82,30,52,0.1546391752577319,0.1923076923076923,0.0449826989619377,3.437747819191118,4.570267131242741,1.3234542297349646e-05,225,3.5560439560439563,5.877696639346305e-12,6.528434661971111e-10,J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,459,63,17,379,396,0.1372549019607843,0.2202797202797203,0.1025089605734767,1.3389551624845744,1.5038728088055442,0.0089844386767448,0.1309879543121986,-0.0266916723261441,0.1576796266383428,0.0,656915.0,4.308573227865719e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.5204132823698036,0.5572472634896991,1.215416162784584,2.8964673913043475,True,True,,False
J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906|J1:LEU1010:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855,beam_5,225,36,189,57,132,0.16,0.1978021978021978,0.0449938195302843,3.5560439560439563,4.793215916503588,5.877696639346305e-12,23.508023511948032,True,6.528434661971111e-10,True,J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,97,15,82,30,52,0.1546391752577319,0.1923076923076923,0.0449826989619377,3.437747819191118,4.570267131242741,1.3234542297349646e-05,225,3.5560439560439563,5.877696639346305e-12,6.528434661971111e-10,J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,459,63,17,379,396,0.1372549019607843,0.2202797202797203,0.1025089605734767,1.3389551624845744,1.5038728088055442,0.0089844386767448,0.1309879543121986,-0.0266916723261441,0.1576796266383428,0.0,656915.0,4.308573227865719e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.5204132823698036,0.5572472634896991,1.215416162784584,2.8964673913043475,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906:hydrophobic|J1:LEU1010|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855,beam_5,225,36,189,57,132,0.16,0.1978021978021978,0.0449938195302843,3.5560439560439563,4.793215916503588,5.877696639346305e-12,23.508023511948032,True,6.528434661971111e-10,True,J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,97,15,82,30,52,0.1546391752577319,0.1923076923076923,0.0449826989619377,3.437747819191118,4.570267131242741,1.3234542297349646e-05,225,3.5560439560439563,5.877696639346305e-12,6.528434661971111e-10,J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,459,63,17,379,396,0.1372549019607843,0.2202797202797203,0.1025089605734767,1.3389551624845744,1.5038728088055442,0.0089844386767448,0.1309879543121986,-0.0266916723261441,0.1576796266383428,0.0,656915.0,4.308573227865719e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.5204132823698036,0.5572472634896991,1.215416162784584,2.8964673913043475,True,True,,False
J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855:hydrophobic,beam_5,226,38,188,55,133,0.168141592920354,0.2087912087912088,0.0449938195302843,3.7369930954001753,5.158466312056738,2.6470986607736274e-13,24.66421698171544,True,4.8212555442216445e-11,True,J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,96,16,80,29,51,0.1666666666666666,0.2051282051282051,0.0449826989619377,3.705128205128205,5.083870967741936,2.299845812312823e-06,226,3.7369930954001753,2.6470986607736274e-13,4.8212555442216445e-11,J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,527,72,31,424,455,0.1366223908918406,0.2517482517482518,0.1025089605734767,1.332784862196627,1.5151278627914142,0.0052127345982054,0.0908048809550174,-0.0220720236085891,0.1128769045636065,0.0,719904.5,5.0000769954955356e-14,10,2,8,8,0,0.2,0.3333333333333333,0.0057142857142857,35.0,64.75,0.0012008944116302,3.727496416626851,0.5380318406107439,1.215416162784584,3.0668478260869567,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855:hydrophobic,beam_5,226,38,188,55,133,0.168141592920354,0.2087912087912088,0.0449938195302843,3.7369930954001753,5.158466312056738,2.6470986607736274e-13,24.66421698171544,True,4.8212555442216445e-11,True,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,96,16,80,29,51,0.1666666666666666,0.2051282051282051,0.0449826989619377,3.705128205128205,5.083870967741936,2.299845812312823e-06,226,3.7369930954001753,2.6470986607736274e-13,4.8212555442216445e-11,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855:hydrophobic,5,527,72,31,424,455,0.1366223908918406,0.2517482517482518,0.1025089605734767,1.332784862196627,1.5151278627914142,0.0052127345982054,0.0908048809550174,-0.0220720236085891,0.1128769045636065,0.0,719904.5,5.0000769954955356e-14,10,2,8,8,0,0.2,0.3333333333333333,0.0057142857142857,35.0,64.75,0.0012008944116302,3.727496416626851,0.5380318406107439,1.215416162784584,3.0668478260869567,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,J1:ALA906:hydrophobic|J1:LEU1010:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855,beam_5,225,36,189,57,132,0.16,0.1978021978021978,0.0449938195302843,3.5560439560439563,4.793215916503588,5.877696639346305e-12,23.508023511948032,True,6.528434661971111e-10,True,J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,holdout,42,98,16,82,30,52,0.1632653061224489,0.2051282051282051,0.0449826989619377,3.6295133437990574,4.9535798583792285,3.0645601536290812e-06,225,3.5560439560439563,5.877696639346305e-12,6.528434661971111e-10,J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,463,63,17,383,400,0.1360691144708423,0.2202797202797203,0.1025089605734767,1.3273875152924828,1.4860089686098654,0.0116640355176637,0.1298563089185727,-0.0267375540147151,0.1565938629332878,0.0,660421.0,6.016060224642873e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.578328173374613,0.5555220397637247,1.2116532644477895,2.953260869565217,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,J1:ALA906:hydrophobic|J1:LEU1010|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855,beam_5,225,36,189,57,132,0.16,0.1978021978021978,0.0449938195302843,3.5560439560439563,4.793215916503588,5.877696639346305e-12,23.508023511948032,True,6.528434661971111e-10,True,J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,holdout,42,98,16,82,30,52,0.1632653061224489,0.2051282051282051,0.0449826989619377,3.6295133437990574,4.9535798583792285,3.0645601536290812e-06,225,3.5560439560439563,5.877696639346305e-12,6.528434661971111e-10,J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,463,63,17,383,400,0.1360691144708423,0.2202797202797203,0.1025089605734767,1.3273875152924828,1.4860089686098654,0.0116640355176637,0.1298563089185727,-0.0267375540147151,0.1565938629332878,0.0,660421.0,6.016060224642873e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.578328173374613,0.5555220397637247,1.2116532644477895,2.953260869565217,True,True,,False
