smiles	jak1_ic50_nM	jak2_ic50_nM	matched_assay_descriptions	n_matched_assay_descriptions	n_jak1_values_used	n_jak2_values_used	fold_selective_JAK1_over_JAK2	fold_selective_JAK2_over_JAK1
COCC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c3c(=O)[nH]ccc32)CC1	0.24	1.63	Biochemical HTRF Assay : The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading.	1	1	1	6.79167	0.147239
COCC(C)(C)CN1Cc2cc(Nc3nn([C@@H]4CCCCC[C@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O	76	460	Biochemical HTRF Assay Protocol: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading. After normalization to untreated controls, the percent inhibition of the HTRF signal at each compound concentration was calculated.	1	1	1	6.05263	0.165217
COCC(C)(C)CN1Cc2cc(Nc3nn([C@H]4CCCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O	5100	21000	Biochemical HTRF Assay Protocol: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading. After normalization to untreated controls, the percent inhibition of the HTRF signal at each compound concentration was calculated.	1	1	1	4.11765	0.242857
COCC(C)(C)CN1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O	59	440	Biochemical HTRF Assay Protocol: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading. After normalization to untreated controls, the percent inhibition of the HTRF signal at each compound concentration was calculated.	1	1	1	7.45763	0.134091
COCC(C)(C)N(C)[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1	2	63	HTRF Assay: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 mL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 uL of 1.11x enzyme and 1.11x substrate in 1x assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at ambient temperature to allow compound binding to equilibrate. After equilibration, 2 uL of 10xATP in 1x assay buffer was added to initiate the kinase reaction.	1	1	1	31.5	0.031746
COCC(C)(C)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O	49	190	Biochemical HTRF Assay Protocol: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading. After normalization to untreated controls, the percent inhibition of the HTRF signal at each compound concentration was calculated.	1	1	1	3.87755	0.257895
COCC(C)(C)N[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1	0.8	43	HTRF Assay: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 mL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 uL of 1.11x enzyme and 1.11x substrate in 1x assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at ambient temperature to allow compound binding to equilibrate. After equilibration, 2 uL of 10xATP in 1x assay buffer was added to initiate the kinase reaction.	1	1	1	53.75	0.0186047
COCC(C)(C)N[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)[C@@H](C#N)C1	16	170	HTRF Assay: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 mL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 uL of 1.11x enzyme and 1.11x substrate in 1x assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at ambient temperature to allow compound binding to equilibrate. After equilibration, 2 uL of 10xATP in 1x assay buffer was added to initiate the kinase reaction.	1	1	1	10.625	0.0941176
COCC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1	2	54.4059	HTRF Biochemical Assay: The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 uL of 1.11x enzyme and 1.11x substrate in 1x assay buffer (Invitrogen kinase buffer # PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 uL of 10xATP in 1x assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 uL of 2x stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction.	1	2	2	27.2029	0.0367607
COCC(C)(O)c1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1S(C)(=O)=O	3000	4200	Biochemical HTRF Assay Protocol: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading. After normalization to untreated controls, the percent inhibition of the HTRF signal at each compound concentration was calculated.	1	1	1	1.4	0.714286
COCC(C)N(C)[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1	2	27.4955	HTRF Assay: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 mL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 uL of 1.11x enzyme and 1.11x substrate in 1x assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at ambient temperature to allow compound binding to equilibrate. After equilibration, 2 uL of 10xATP in 1x assay buffer was added to initiate the kinase reaction.	1	2	2	13.7477	0.0727393
COCC(C)NC(=O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1	1.4	20.9	Enzymatic Inhibition Assay: 11-point dosing series were made for each compound by serially diluting 1:3 or 1:4 in DMSO, with point 12 being a DMSO control. From the serial dilution plates, sample was transferred to a 384 wells assay plate (#781280, Greiner, Monroe, N.C.) using Labcyte Echo (Sunnyvale, Calif.), or Biosero ATS (San Diego, Calif.). The compounds were tested in duplicate. Column 12 was used for positive controls, and column 24 contained negative controls with no enzyme added. A compound from our internal collection, with inhibitory activity for JAK isoforms, was used as a reference compound. The final concentration of DMSO was ≤0.25% in a 20 μL reaction. Assay conditions for each of the proteins are summarized in Table 3. The enzyme reaction was initiated by the addition of 10 μL of 2× enzyme and ATP mixture to 10 μL of 2× substrate solution prepared in reaction buffer (50 mM MOPS pH 7.5, 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20). The Tyk2 enzyme was pre-incubated with 2 mM ATP for 30 min prior to the reaction initiation. Immediately after the addition of the enzyme to the reaction mixture, the plate was centrifuged at 1000 rpm for 1 minute and incubated at 25° C. for 45 minutes for JAK 3 and 90 minutes for JAK1, JAK2 and Tyk2. The reaction was quenched by the addition of 20 μL of 0.5% TFA containing 0.15 μM of internal standard peptide using Multidrop Combi reagent dispenser (Thermo Scientific, Waltham, Mass.). Several wells in column 24 were typically used for the product standard curve. After the quench, the assay plate was centrifuged at 3000 rpm for 3 minutes and sealed with pierceable aluminum foil (Cat #06644-001, Agilent) using a PlateLoc (Agilent Technologies, Santa Clara, Calif.). The plates then were transferred on to the RapidFire for the MS analysis. Compound inhibition was assessed by a decrease of the phosphorylated product levels in sample wells compared to the non-inhibited enzyme reaction. The assay conditions for the above assays are shown in Table 3 and the results of Ex. 1-209 as tested in these assays are shown in Table 4.TABLE 3Assay conditions for JAK family enzyme assays* [p], [ATP], [Substrate], [IS],Enzyme nM μM μM nMJAK1-JH1JH2 8.0 12.5 200 100JAK2-JH1JH2 7.0 or 3.6 30 40 100JAK3-JH1JH2 2.0 150 40 100Tyk2-JH1JH2   25 or 14.7 50 200 100*Reaction buffer: 50 mM MOPS, pH 7.5 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20; IS stands for internal standard peptide; p stands for phospho-peptide (product); Substrate stands for peptide.	1	1	1	14.9286	0.0669856
COCC(C)N[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1	1.41421	35.4119	HTRF Assay: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 mL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 uL of 1.11x enzyme and 1.11x substrate in 1x assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at ambient temperature to allow compound binding to equilibrate. After equilibration, 2 uL of 10xATP in 1x assay buffer was added to initiate the kinase reaction.	1	2	2	25.04	0.0399362
COCC(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1	2	40	HTRF Biochemical Assay: The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 uL of 1.11x enzyme and 1.11x substrate in 1x assay buffer (Invitrogen kinase buffer # PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 uL of 10xATP in 1x assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 uL of 2x stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction.	1	1	1	20	0.05
COCC(C)OC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c3c(=O)[nH]ccc32)CC1	0.27	0.61	Biochemical HTRF Assay : The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading.	1	1	1	2.25926	0.442623
COCC/C(=N/O)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1	0.7	27.1	Enzymatic Inhibition Assay: 11-point dosing series were made for each compound by serially diluting 1:3 or 1:4 in DMSO, with point 12 being a DMSO control. From the serial dilution plates, sample was transferred to a 384 wells assay plate (#781280, Greiner, Monroe, N.C.) using Labcyte Echo (Sunnyvale, Calif.), or Biosero ATS (San Diego, Calif.). The compounds were tested in duplicate. Column 12 was used for positive controls, and column 24 contained negative controls with no enzyme added. A compound from our internal collection, with inhibitory activity for JAK isoforms, was used as a reference compound. The final concentration of DMSO was ≤0.25% in a 20 μL reaction. Assay conditions for each of the proteins are summarized in Table 3. The enzyme reaction was initiated by the addition of 10 μL of 2× enzyme and ATP mixture to 10 μL of 2× substrate solution prepared in reaction buffer (50 mM MOPS pH 7.5, 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20). The Tyk2 enzyme was pre-incubated with 2 mM ATP for 30 min prior to the reaction initiation. Immediately after the addition of the enzyme to the reaction mixture, the plate was centrifuged at 1000 rpm for 1 minute and incubated at 25° C. for 45 minutes for JAK 3 and 90 minutes for JAK1, JAK2 and Tyk2. The reaction was quenched by the addition of 20 μL of 0.5% TFA containing 0.15 μM of internal standard peptide using Multidrop Combi reagent dispenser (Thermo Scientific, Waltham, Mass.). Several wells in column 24 were typically used for the product standard curve. After the quench, the assay plate was centrifuged at 3000 rpm for 3 minutes and sealed with pierceable aluminum foil (Cat #06644-001, Agilent) using a PlateLoc (Agilent Technologies, Santa Clara, Calif.). The plates then were transferred on to the RapidFire for the MS analysis. Compound inhibition was assessed by a decrease of the phosphorylated product levels in sample wells compared to the non-inhibited enzyme reaction. The assay conditions for the above assays are shown in Table 3 and the results of Ex. 1-209 as tested in these assays are shown in Table 4.TABLE 3Assay conditions for JAK family enzyme assays* [p], [ATP], [Substrate], [IS],Enzyme nM μM μM nMJAK1-JH1JH2 8.0 12.5 200 100JAK2-JH1JH2 7.0 or 3.6 30 40 100JAK3-JH1JH2 2.0 150 40 100Tyk2-JH1JH2   25 or 14.7 50 200 100*Reaction buffer: 50 mM MOPS, pH 7.5 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20; IS stands for internal standard peptide; p stands for phospho-peptide (product); Substrate stands for peptide.	1	1	1	38.7143	0.0258303
COCC/C(N)=N/OCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1	0.4	5.2	Enzymatic Inhibition Assay: 11-point dosing series were made for each compound by serially diluting 1:3 or 1:4 in DMSO, with point 12 being a DMSO control. From the serial dilution plates, sample was transferred to a 384 wells assay plate (#781280, Greiner, Monroe, N.C.) using Labcyte Echo (Sunnyvale, Calif.), or Biosero ATS (San Diego, Calif.). The compounds were tested in duplicate. Column 12 was used for positive controls, and column 24 contained negative controls with no enzyme added. A compound from our internal collection, with inhibitory activity for JAK isoforms, was used as a reference compound. The final concentration of DMSO was ≤0.25% in a 20 μL reaction. Assay conditions for each of the proteins are summarized in Table 3. The enzyme reaction was initiated by the addition of 10 μL of 2× enzyme and ATP mixture to 10 μL of 2× substrate solution prepared in reaction buffer (50 mM MOPS pH 7.5, 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20). The Tyk2 enzyme was pre-incubated with 2 mM ATP for 30 min prior to the reaction initiation. Immediately after the addition of the enzyme to the reaction mixture, the plate was centrifuged at 1000 rpm for 1 minute and incubated at 25° C. for 45 minutes for JAK 3 and 90 minutes for JAK1, JAK2 and Tyk2. The reaction was quenched by the addition of 20 μL of 0.5% TFA containing 0.15 μM of internal standard peptide using Multidrop Combi reagent dispenser (Thermo Scientific, Waltham, Mass.). Several wells in column 24 were typically used for the product standard curve. After the quench, the assay plate was centrifuged at 3000 rpm for 3 minutes and sealed with pierceable aluminum foil (Cat #06644-001, Agilent) using a PlateLoc (Agilent Technologies, Santa Clara, Calif.). The plates then were transferred on to the RapidFire for the MS analysis. Compound inhibition was assessed by a decrease of the phosphorylated product levels in sample wells compared to the non-inhibited enzyme reaction. The assay conditions for the above assays are shown in Table 3 and the results of Ex. 1-209 as tested in these assays are shown in Table 4.TABLE 3Assay conditions for JAK family enzyme assays* [p], [ATP], [Substrate], [IS],Enzyme nM μM μM nMJAK1-JH1JH2 8.0 12.5 200 100JAK2-JH1JH2 7.0 or 3.6 30 40 100JAK3-JH1JH2 2.0 150 40 100Tyk2-JH1JH2   25 or 14.7 50 200 100*Reaction buffer: 50 mM MOPS, pH 7.5 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20; IS stands for internal standard peptide; p stands for phospho-peptide (product); Substrate stands for peptide.	1	1	1	13	0.0769231
COCC1(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)CC1	24	100	Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. ||| Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. From the plot of logarithm of a compound concentration and inhibitory activity, the IC50 was calculated.	2	2	2	4.16667	0.24
